epoch,train_loss,val_f1
77,0.3570197522640228,0.7991837055060633
78,0.3562329337000847,0.8153078202995009
79,0.3536486087573899,0.809577662519986
80,0.35782994081576663,0.814906162087171
81,0.35314834531810546,0.8030921362423481
82,0.3546120242940055,0.7797356828193832
83,0.35348038954867256,0.8045310233998354
84,0.3545170583658748,0.7950826152265001
85,0.3530269116163254,0.789912629070691
86,0.35411394718620515,0.8153733132273905
87,0.3568129307693905,0.813953488372093
88,0.36028915726476246,0.8130743282540421
89,0.35761962913804585,0.8150533462657614
90,0.35852205670542187,0.7819061712594488
91,0.35834341247876483,0.8141696154294824
92,0.35304747107956147,0.7984233346472212
93,0.3521874149640401,0.8145941344888957
94,0.3544646691944864,0.8084442189877863
95,0.35257263398832744,0.7914476544283287
96,0.35066912323236465,0.8148062105548457
97,0.3586173984739516,0.8125751989132544
98,0.354063899980651,0.7881525301782717
99,0.3507337015536096,0.8153590348401067
100,0.35677726649575764,0.8193970965641398
101,0.35387207402123344,0.8038446449588074
102,0.3572302791807387,0.8030190450119276
103,0.35482799427376854,0.8045661383963596
104,0.35103411806954277,0.8162477315726476
105,0.3568902951147821,0.7830513910045699
106,0.35204649964968365,0.8266666666666667
107,0.3521142552296321,0.8033758586849853
108,0.35708289759026635,0.8181470137825421
109,0.35361263073152965,0.8129840812672713
110,0.34896016534831786,0.8169742837284732
111,0.34677326679229736,0.814186046511628
112,0.3478260379698541,0.8046435272045028
113,0.35487303220563465,0.8042021088942025
114,0.3536860942840576,0.8139996111219133
115,0.350198561946551,0.813344232940169
116,0.3457633795009719,0.8006137382956959
117,0.3473055801457829,0.8121249902594873
118,0.3498779551850425,0.8149668822868652
119,0.3490220589770211,0.8145995582936185
120,0.35290613025426865,0.8195338853112543
121,0.34989192336797714,0.8144357871070279
122,0.34972093916601604,0.814151747655584
123,0.34655317581362194,0.8148752622989042
124,0.3527429550886154,0.8202071152890825
125,0.3446655935711331,0.823574435514734
126,0.3495580123530494,0.7908793749501715
127,0.354061639143361,0.8137213335902872
128,0.3530123026834594,0.8196595023495878
129,0.3478910517361429,0.8204990403071017
130,0.35743828035063213,0.7921357222134137
131,0.3500174615118239,0.8217984484274086
132,0.3451049154003461,0.8211966337470699
133,0.35380593687295914,0.8199624362758251
134,0.34507060630453956,0.8182306865304869
135,0.3451447859406471,0.8205696807493787
136,0.35649144235584473,0.796536089212042
137,0.34834104279677075,0.8220559034672369
138,0.34733208103312385,0.8168710830866238
139,0.3441344391968515,0.8088229583317152
140,0.3507147654891014,0.8046902481923002
141,0.3448216981357998,0.8164849237455858
142,0.34969872650172973,0.8102518709262091
143,0.34419717225763535,0.8261497529456481
144,0.34422007037533653,0.8261416003351487
145,0.3461165900031726,0.826422298587247
146,0.34973619298802483,0.8190152013305999
147,0.34515191117922467,0.8209150326797385
148,0.34496301743719315,0.8095757103931491
149,0.3459466869632403,0.8251066422912858
150,0.3535241062442462,0.7885441527446301
